OrderID,OrderDate,Region,Product,Quantity,UnitPrice,TotalPrice,Discount,Promotion,Returned,CustomerType,Salesperson,PaymentMethod,StoreLocation,ShippingCost,DeliveryDate,Months,Years
REG100373,2025-04-18,North,Laptop,20,170.49,3409.8,0,Freeship,0,Wholesale,Diana,Online,Store A,19.74,2025-04-27,April,2025
REG100374,2025-03-29,Central,Monitor,11,149.67,1481.733,0.1,No Promostion,0,Retail,Eva,Credit Card,Store C,34.13,2025-04-02,March,2025
REG100375,2024-04-25,East,Tablet,1,173.56,156.204,0.1,Freeship,0,Retail,Eva,Debit Card,Store D,39.1,2024-04-28,April,2024
REG100376,2024-09-22,South,Monitor,7,349.55,2324.5075,0.05,Freeship,0,Retail,Carlos,Credit Card,Store A,23.7,2024-09-27,September,2024
REG100377,2023-08-05,Central,Tablet,9,245.14,2206.26,0,Save10,1,Wholesale,Alice,Online,Store B,44.6,2023-08-14,August,2023
REG100378,2024-06-07,South,Desk,1,423.08,401.926,0.05,Winter15,0,Wholesale,Bob,Gift Card,Store B,31.75,2024-06-11,June,2024
REG100379,2025-05-24,East,Phone,19,337.82,5455.793,0.15,Freeship,0,Wholesale,Alice,Online,Store B,45.74,2025-05-30,May,2025
REG100380,2024-07-18,South,Chair,10,252.63,2147.355,0.15,Freeship,0,Retail,Eva,Cash,Store B,8.92,2024-07-25,July,2024
REG100381,2024-07-14,West,Tablet,3,87.02,234.954,0.1,Winter15,0,Wholesale,Frank,Cash,Store B,11.13,2024-07-16,July,2024
REG100382,2023-04-14,Central,Tablet,11,6.72,70.224,0.05,Save10,0,Wholesale,Bob,Cash,Store D,34.27,2023-04-19,April,2023
REG100383,2023-06-01,South,Printer,2,279.38,502.884,0.1,Freeship,0,Retail,Carlos,Online,Store D,22.95,2023-06-06,June,2023
REG100384,2025-04-17,Central,Phone,9,207.8,1683.18,0.1,Winter15,0,Retail,Alice,Online,Store D,16.99,2025-04-20,April,2025
REG100385,2025-03-31,East,Printer,15,511.88,7294.29,0.05,Save10,0,Wholesale,Bob,Cash,Store C,10.22,2025-04-09,March,2025
REG100386,2024-07-15,East,Printer,10,325.97,3259.7,0,Freeship,1,Retail,Bob,Cash,Store D,49.95,2024-07-22,July,2024
REG100387,2024-08-30,South,Laptop,17,469.32,7978.44,0,Winter15,1,Retail,Carlos,Gift Card,Store B,5.86,2024-09-01,August,2024
REG100388,2025-01-07,Central,Phone,13,186.69,2426.97,0,Freeship,0,Wholesale,Bob,Cash,Store D,19.92,2025-01-10,January,2025
REG100389,2025-02-05,South,Phone,16,34.66,526.832,0.05,No Promostion,0,Retail,Alice,Debit Card,Store C,49.9,2025-02-11,February,2025
REG100390,2024-04-01,North,Printer,18,155.04,2372.112,0.15,Winter15,0,Wholesale,Frank,Cash,Store B,39.99,2024-04-04,April,2024
REG100391,2025-03-01,West,Monitor,4,69.6,264.48,0.05,Save10,0,Wholesale,Eva,Gift Card,Store D,17.68,2025-03-09,March,2025
REG100392,2023-07-03,Central,Monitor,13,55.09,608.7445,0.15,Freeship,1,Wholesale,Diana,Cash,Store A,47.78,2023-07-06,July,2023
REG100393,2023-04-25,Central,Laptop,13,206.11,2277.5155,0.15,Save10,1,Retail,Bob,Gift Card,Store B,22.59,2023-05-01,April,2023
REG100394,2025-04-09,West,Tablet,14,484.38,6442.254,0.05,Save10,0,Retail,Frank,Debit Card,Store D,29.24,2025-04-19,April,2025
REG100395,2023-11-05,North,Monitor,6,449.57,2697.42,0,Winter15,0,Wholesale,Frank,Gift Card,Store D,23.09,2023-11-12,November,2023
REG100396,2023-01-13,East,Laptop,9,223.01,2007.09,0,No Promostion,1,Retail,Diana,Cash,Store C,11.9,2023-01-19,January,2023
REG100397,2025-02-06,West,Chair,14,291.91,3473.729,0.15,No Promostion,0,Retail,Frank,Credit Card,Store A,27.51,2025-02-10,February,2025
REG100398,2023-05-20,South,Monitor,13,90.86,1181.18,0,Save10,0,Wholesale,Carlos,Gift Card,Store A,16.74,2023-05-25,May,2023
REG100399,2025-06-18,East,Desk,4,109.05,436.2,0,Winter15,0,Wholesale,Diana,Gift Card,Store D,21.02,2025-06-24,June,2025
REG100400,2023-02-23,West,Tablet,12,245.6,2947.2,0,Freeship,1,Retail,Bob,Cash,Store D,43.92,2023-02-27,February,2023
REG100401,2024-11-09,East,Printer,15,380.03,5700.45,0,No Promostion,0,Retail,Bob,Online,Store A,25.72,2024-11-12,November,2024
REG100402,2024-07-25,South,Tablet,3,417.58,1190.103,0.05,Save10,0,Retail,Frank,Gift Card,Store D,43.42,2024-07-31,July,2024
REG100403,2023-08-19,West,Laptop,15,432.17,5510.1675,0.15,Winter15,0,Wholesale,Frank,Debit Card,Store D,44.88,2023-08-23,August,2023
REG100404,2023-11-13,South,Monitor,13,531.77,6221.709,0.1,Save10,0,Retail,Bob,Online,Store C,37.91,2023-11-15,November,2023
REG100405,2024-09-10,West,Tablet,13,442.99,5470.9265,0.05,Save10,0,Wholesale,Alice,Gift Card,Store A,37.12,2024-09-18,September,2024
REG100406,2024-08-30,Central,Chair,13,567.5,7377.5,0,No Promostion,0,Retail,Eva,Credit Card,Store A,28.41,2024-09-02,August,2024
REG100407,2024-11-10,East,Tablet,15,469.52,7042.8,0,Freeship,0,Wholesale,Alice,Credit Card,Store C,35.6,2024-11-17,November,2024
REG100408,2023-04-13,East,Printer,1,396.09,336.6765,0.15,Winter15,0,Wholesale,Frank,Credit Card,Store D,39.38,2023-04-19,April,2023
REG100409,2023-11-20,East,Laptop,12,195.73,2231.322,0.05,Save10,0,Wholesale,Alice,Cash,Store C,37.09,2023-11-27,November,2023
REG100410,2025-04-14,North,Printer,5,412.24,1752.02,0.15,Freeship,0,Wholesale,Carlos,Cash,Store B,29.31,2025-04-19,April,2025
REG100411,2023-03-04,Central,Monitor,11,558.5,5221.975,0.15,Winter15,0,Retail,Carlos,Cash,Store B,48.15,2023-03-09,March,2023
REG100412,2024-11-16,North,Laptop,4,175.34,596.156,0.15,Freeship,0,Retail,Eva,Cash,Store C,40.86,2024-11-19,November,2024
REG100413,2024-05-25,South,Laptop,19,478.73,9095.87,0,Winter15,1,Retail,Frank,Debit Card,Store A,46.46,2024-06-02,May,2024
REG100414,2023-04-12,East,Desk,5,365.38,1552.865,0.15,Save10,1,Wholesale,Alice,Debit Card,Store D,5.66,2023-04-15,April,2023
REG100415,2023-03-07,South,Desk,10,397.33,3377.305,0.15,No Promostion,0,Retail,Alice,Credit Card,Store B,10.2,2023-03-13,March,2023
REG100416,2024-01-05,Central,Chair,17,241.01,3687.453,0.1,Winter15,0,Retail,Bob,Debit Card,Store A,24.69,2024-01-11,January,2024
REG100417,2024-10-31,West,Desk,17,82.2,1397.4,0,Winter15,0,Wholesale,Alice,Cash,Store C,32.5,2024-11-10,October,2024
REG100418,2024-05-08,West,Monitor,16,170.77,2459.088,0.1,Save10,1,Retail,Frank,Online,Store C,45.93,2024-05-14,May,2024
REG100419,2024-03-05,Central,Monitor,1,8.2,6.97,0.15,No Promostion,0,Wholesale,Frank,Debit Card,Store C,30.35,2024-03-15,March,2024
REG100420,2023-07-18,North,Laptop,12,425.78,4598.424,0.1,No Promostion,1,Retail,Bob,Online,Store A,25.48,2023-07-22,July,2023
REG100421,2023-08-05,South,Printer,20,121.14,2180.52,0.1,Freeship,0,Retail,Bob,Credit Card,Store C,21.47,2023-08-14,August,2023
REG100422,2023-09-18,West,Tablet,19,448.13,8514.47,0,Freeship,0,Wholesale,Alice,Debit Card,Store D,28.29,2023-09-20,September,2023
REG100423,2023-03-27,South,Laptop,8,7.81,56.232,0.1,Save10,0,Wholesale,Frank,Online,Store D,25.03,2023-03-29,March,2023
REG100424,2023-03-08,East,Chair,19,191.44,3091.756,0.15,Winter15,1,Wholesale,Carlos,Cash,Store C,35.54,2023-03-17,March,2023
REG100425,2024-05-02,West,Desk,5,245.2,1042.1,0.15,No Promostion,0,Retail,Eva,Online,Store B,46.37,2024-05-06,May,2024
REG100426,2023-09-16,North,Desk,17,163.37,2360.6965,0.15,Save10,0,Wholesale,Eva,Gift Card,Store B,5.36,2023-09-26,September,2023
REG100427,2023-06-13,South,Tablet,14,583.96,8175.44,0,Winter15,0,Retail,Diana,Debit Card,Store C,23.03,2023-06-22,June,2023
REG100428,2023-11-05,North,Desk,16,181.08,2607.552,0.1,Winter15,0,Retail,Carlos,Online,Store C,39.84,2023-11-08,November,2023
REG100429,2024-11-23,South,Tablet,8,414.94,3319.52,0,Save10,0,Wholesale,Alice,Debit Card,Store A,46.58,2024-11-26,November,2024
REG100430,2024-02-09,Central,Phone,16,442.22,7075.52,0,Freeship,0,Retail,Alice,Cash,Store B,27.36,2024-02-18,February,2024
REG100431,2023-11-16,Central,Printer,14,595.39,7501.914,0.1,Save10,0,Wholesale,Bob,Credit Card,Store A,9.51,2023-11-22,November,2023
REG100432,2025-01-24,Central,Monitor,6,175.3,894.03,0.15,Save10,1,Wholesale,Alice,Cash,Store A,17.92,2025-01-29,January,2025
REG100433,2025-05-06,Central,Tablet,7,319.59,1901.5605,0.15,Winter15,1,Wholesale,Carlos,Gift Card,Store C,8.47,2025-05-09,May,2025
REG100434,2025-05-17,East,Printer,15,506.81,6461.8275,0.15,Freeship,1,Retail,Bob,Cash,Store A,41.03,2025-05-27,May,2025
REG100435,2023-11-29,Central,Laptop,17,538.08,8689.992,0.05,Freeship,0,Retail,Eva,Debit Card,Store A,19.61,2023-12-01,November,2023
REG100436,2023-02-24,South,Chair,16,187.84,3005.44,0,Save10,0,Retail,Alice,Credit Card,Store A,18.65,2023-02-26,February,2023
REG100437,2023-11-04,South,Laptop,18,426.3,6522.39,0.15,No Promostion,1,Wholesale,Carlos,Credit Card,Store A,29.81,2023-11-10,November,2023
REG100438,2024-06-15,East,Desk,1,498.35,448.515,0.1,Freeship,0,Retail,Alice,Online,Store B,34.7,2024-06-22,June,2024
REG100439,2024-10-02,North,Tablet,19,385.72,6962.246,0.05,Save10,1,Retail,Carlos,Cash,Store A,12.46,2024-10-06,October,2024
REG100440,2023-06-03,West,Tablet,3,54.37,146.799,0.1,Winter15,0,Wholesale,Frank,Credit Card,Store B,48.71,2023-06-13,June,2023
REG100441,2023-09-10,East,Phone,6,471.74,2405.874,0.15,No Promostion,0,Retail,Carlos,Online,Store C,36.79,2023-09-18,September,2023
REG100442,2025-05-20,Central,Printer,19,322.31,5205.3065,0.15,Freeship,0,Retail,Bob,Cash,Store B,33.95,2025-05-22,May,2025
REG100443,2023-09-24,North,Tablet,13,115.86,1355.562,0.1,No Promostion,1,Wholesale,Diana,Cash,Store A,28.52,2023-10-03,September,2023
REG100444,2025-03-29,East,Tablet,18,398.26,6451.812,0.1,No Promostion,0,Retail,Bob,Debit Card,Store B,16.8,2025-04-04,March,2025
REG100445,2023-06-17,East,Chair,4,584.8,2105.28,0.1,Freeship,0,Retail,Eva,Online,Store B,16.44,2023-06-25,June,2023
REG100446,2024-01-28,West,Printer,20,424.7,7219.9,0.15,Freeship,0,Wholesale,Bob,Online,Store B,42.03,2024-02-05,January,2024
REG100447,2023-03-14,Central,Chair,16,179.22,2580.768,0.1,Winter15,0,Retail,Alice,Online,Store D,45.99,2023-03-17,March,2023
REG100448,2025-01-09,East,Laptop,12,148.66,1783.92,0,No Promostion,1,Wholesale,Diana,Online,Store A,27.16,2025-01-17,January,2025
REG100449,2025-03-30,Central,Phone,16,460.43,6261.848,0.15,Winter15,0,Wholesale,Bob,Online,Store B,20.38,2025-04-06,March,2025
REG100450,2023-10-23,East,Tablet,5,334.37,1588.2575,0.05,No Promostion,0,Retail,Carlos,Credit Card,Store B,32.13,2023-10-28,October,2023
REG100451,2025-06-08,West,Monitor,3,599.72,1529.286,0.15,Winter15,1,Retail,Alice,Online,Store D,14.93,2025-06-14,June,2025
REG100452,2024-02-26,West,Monitor,11,389.84,4288.24,0,Save10,1,Wholesale,Alice,Gift Card,Store D,10.24,2024-02-29,February,2024
REG100453,2024-10-30,East,Chair,11,445.75,4412.925,0.1,Save10,0,Wholesale,Frank,Online,Store A,18.07,2024-11-07,October,2024
REG100454,2024-08-19,South,Laptop,18,96.84,1481.652,0.15,Save10,1,Wholesale,Frank,Cash,Store A,8.1,2024-08-23,August,2024
REG100455,2023-07-30,Central,Chair,1,528.31,475.479,0.1,Freeship,0,Wholesale,Alice,Online,Store C,24.55,2023-08-09,July,2023
REG100456,2024-08-13,North,Monitor,16,64.03,1024.48,0,Winter15,1,Wholesale,Carlos,Gift Card,Store A,16.71,2024-08-23,August,2024
REG100457,2023-11-04,North,Printer,13,179.37,2215.2195,0.05,Freeship,0,Retail,Eva,Online,Store A,35.28,2023-11-12,November,2023
REG100458,2025-06-05,East,Printer,19,491.15,9331.85,0,No Promostion,0,Retail,Frank,Online,Store C,48.68,2025-06-15,June,2025
REG100459,2023-06-23,North,Printer,5,360.34,1801.7,0,No Promostion,0,Wholesale,Carlos,Gift Card,Store C,33.76,2023-06-28,June,2023
REG100460,2024-09-21,South,Laptop,20,296.8,5342.4,0.1,No Promostion,0,Retail,Frank,Gift Card,Store A,19.57,2024-09-28,September,2024
REG100461,2024-01-01,South,Desk,3,599.42,1618.434,0.1,Save10,0,Wholesale,Bob,Online,Store A,48.02,2024-01-03,January,2024
REG100462,2025-01-02,West,Laptop,1,374.33,374.33,0,Freeship,0,Wholesale,Carlos,Credit Card,Store B,33.31,2025-01-12,January,2025
REG100463,2024-03-14,North,Desk,13,588.8,6506.24,0.15,Save10,0,Wholesale,Frank,Cash,Store D,45.03,2024-03-21,March,2024
REG100464,2024-05-04,West,Monitor,13,198.44,2579.72,0,Save10,1,Wholesale,Carlos,Cash,Store D,31.51,2024-05-09,May,2024
REG100465,2025-02-27,South,Printer,12,384.2,4610.4,0,Freeship,0,Retail,Eva,Cash,Store A,38.99,2025-03-02,February,2025
REG100466,2024-11-13,Central,Phone,4,475.49,1616.666,0.15,Winter15,0,Wholesale,Frank,Cash,Store B,11.6,2024-11-17,November,2024
REG100467,2023-10-31,West,Printer,6,202.97,1096.038,0.1,Winter15,0,Retail,Eva,Gift Card,Store C,43.55,2023-11-10,October,2023
REG100468,2023-12-19,Central,Tablet,18,135.23,2434.14,0,Winter15,1,Wholesale,Diana,Online,Store C,46.1,2023-12-24,December,2023
REG100469,2023-11-27,South,Tablet,20,356.4,6771.6,0.05,Freeship,1,Wholesale,Diana,Cash,Store C,26.7,2023-12-03,November,2023
REG100470,2023-08-15,East,Laptop,3,294.72,839.952,0.05,Save10,0,Wholesale,Alice,Cash,Store C,45.33,2023-08-18,August,2023
REG100471,2023-01-16,West,Phone,20,553.85,11077,0,Winter15,0,Retail,Frank,Cash,Store A,33.21,2023-01-24,January,2023
REG100472,2025-02-28,Central,Tablet,13,81.17,949.689,0.1,Save10,1,Retail,Frank,Cash,Store D,48.21,2025-03-08,February,2025
REG100473,2023-11-28,West,Phone,2,532.51,1065.02,0,Winter15,1,Wholesale,Carlos,Credit Card,Store B,49.67,2023-12-01,November,2023
REG100474,2023-12-04,West,Printer,1,268.19,241.371,0.1,Winter15,0,Wholesale,Carlos,Gift Card,Store B,9.48,2023-12-13,December,2023
REG100475,2024-06-21,South,Printer,17,432.65,6251.7925,0.15,Freeship,0,Retail,Frank,Cash,Store A,18.85,2024-06-29,June,2024
REG100476,2025-03-17,East,Desk,14,123.04,1550.304,0.1,Winter15,1,Wholesale,Diana,Cash,Store A,43.28,2025-03-26,March,2025
REG100477,2023-08-17,Central,Desk,16,454.54,6545.376,0.1,Freeship,0,Retail,Bob,Online,Store B,20.55,2023-08-19,August,2023
REG100478,2023-08-30,Central,Monitor,11,414.58,4332.361,0.05,Winter15,0,Wholesale,Diana,Cash,Store D,25.33,2023-09-05,August,2023
REG100479,2025-06-16,East,Phone,9,352.91,2858.571,0.1,Freeship,0,Wholesale,Bob,Cash,Store B,30.57,2025-06-18,June,2025
REG100480,2023-06-29,North,Chair,10,126.46,1138.14,0.1,Winter15,0,Retail,Eva,Online,Store A,26.96,2023-07-09,June,2023
REG100481,2023-08-13,North,Monitor,7,125.02,875.14,0,Freeship,0,Wholesale,Carlos,Credit Card,Store D,12.45,2023-08-20,August,2023
REG100482,2024-04-29,West,Tablet,20,367.24,6977.56,0.05,Freeship,0,Wholesale,Carlos,Gift Card,Store A,45.67,2024-05-07,April,2024
REG100483,2023-07-15,West,Monitor,8,432.12,3456.96,0,Winter15,0,Retail,Diana,Credit Card,Store B,42.1,2023-07-25,July,2023
REG100484,2025-01-17,North,Tablet,3,13.33,35.991,0.1,Save10,0,Retail,Eva,Cash,Store D,17.62,2025-01-23,January,2025
REG100485,2025-02-21,East,Printer,13,105.93,1377.09,0,Freeship,0,Retail,Bob,Debit Card,Store C,38.96,2025-03-03,February,2025
REG100486,2023-07-19,West,Monitor,20,526.55,10531,0,Freeship,1,Wholesale,Alice,Debit Card,Store A,25.64,2023-07-26,July,2023
REG100487,2024-09-29,West,Phone,11,339.78,3550.701,0.05,Winter15,1,Retail,Diana,Debit Card,Store A,11.56,2024-10-06,September,2024
REG100488,2024-10-17,East,Laptop,10,91.75,779.875,0.15,Winter15,0,Wholesale,Frank,Cash,Store D,37.27,2024-10-21,October,2024
REG100489,2025-06-11,East,Phone,15,13.66,184.41,0.1,Freeship,0,Retail,Alice,Debit Card,Store B,38.04,2025-06-17,June,2025
REG100490,2024-01-19,West,Desk,6,148.23,800.442,0.1,Freeship,0,Retail,Eva,Credit Card,Store B,19.58,2024-01-29,January,2024
REG100491,2023-12-03,East,Chair,11,495.03,4628.5305,0.15,Winter15,0,Wholesale,Frank,Cash,Store D,27.37,2023-12-05,December,2023
REG100492,2024-06-19,Central,Chair,6,247.2,1409.04,0.05,Freeship,0,Wholesale,Diana,Credit Card,Store A,18.75,2024-06-27,June,2024
REG100493,2024-10-16,West,Tablet,19,207.45,3744.4725,0.05,Save10,0,Retail,Bob,Debit Card,Store C,11.5,2024-10-21,October,2024
REG100494,2025-01-23,East,Laptop,2,370.78,630.326,0.15,Freeship,0,Wholesale,Diana,Online,Store D,20.45,2025-01-27,January,2025
REG100495,2023-10-02,Central,Laptop,9,146.72,1188.432,0.1,No Promostion,0,Wholesale,Diana,Credit Card,Store A,10.45,2023-10-10,October,2023
REG100496,2023-11-05,East,Desk,12,159.85,1726.38,0.1,Winter15,0,Retail,Alice,Cash,Store D,32.61,2023-11-07,November,2023
REG100497,2023-06-18,South,Printer,13,181.68,2243.748,0.05,Save10,0,Wholesale,Diana,Gift Card,Store C,14.69,2023-06-23,June,2023
REG100498,2024-07-15,Central,Phone,16,34.16,464.576,0.15,Save10,0,Retail,Bob,Cash,Store A,36.33,2024-07-21,July,2024
REG100499,2024-06-14,Central,Laptop,2,287.43,517.374,0.1,Winter15,0,Wholesale,Diana,Cash,Store C,25.34,2024-06-23,June,2024
REG100500,2024-04-05,East,Monitor,15,405.95,5175.8625,0.15,No Promostion,0,Wholesale,Eva,Gift Card,Store D,32.04,2024-04-10,April,2024
REG100501,2023-02-27,North,Laptop,1,430.61,430.61,0,Winter15,0,Retail,Alice,Gift Card,Store B,14.53,2023-03-07,February,2023
REG100502,2023-07-31,West,Laptop,5,508.05,2540.25,0,Winter15,1,Retail,Frank,Credit Card,Store D,35.63,2023-08-09,July,2023
REG100503,2023-03-03,West,Laptop,13,522.97,5778.8185,0.15,Freeship,0,Retail,Carlos,Debit Card,Store C,33.9,2023-03-10,March,2023
REG100504,2023-04-26,South,Laptop,17,260.25,3981.825,0.1,Save10,0,Wholesale,Frank,Credit Card,Store D,23.26,2023-04-28,April,2023
REG100505,2024-10-19,East,Phone,6,549.21,2965.734,0.1,Winter15,1,Retail,Eva,Credit Card,Store B,12.29,2024-10-27,October,2024
REG100506,2024-06-30,Central,Printer,17,472.33,6825.1685,0.15,Winter15,0,Retail,Carlos,Debit Card,Store C,22.63,2024-07-04,June,2024
REG100507,2024-10-11,West,Laptop,9,596.83,5371.47,0,Winter15,0,Retail,Eva,Cash,Store A,6.43,2024-10-19,October,2024
REG100508,2025-06-14,Central,Monitor,15,154.04,2079.54,0.1,Freeship,1,Retail,Alice,Cash,Store D,24.53,2025-06-23,June,2025
REG100509,2024-12-22,East,Laptop,18,500.44,8107.128,0.1,No Promostion,0,Wholesale,Bob,Credit Card,Store D,8.87,2024-12-30,December,2024
REG100510,2024-04-22,West,Tablet,5,382.17,1910.85,0,Freeship,0,Wholesale,Diana,Credit Card,Store C,17.72,2024-04-25,April,2024
REG100511,2025-01-25,North,Chair,3,365.54,932.127,0.15,No Promostion,0,Retail,Frank,Online,Store B,45.89,2025-01-29,January,2025
REG100512,2024-11-13,North,Laptop,5,270.13,1148.0525,0.15,No Promostion,0,Retail,Eva,Credit Card,Store C,15.74,2024-11-19,November,2024
REG100513,2023-03-16,East,Tablet,2,480.15,816.255,0.15,No Promostion,0,Retail,Diana,Online,Store D,42.07,2023-03-21,March,2023
REG100514,2023-05-06,North,Laptop,18,414.77,6719.274,0.1,No Promostion,1,Wholesale,Eva,Credit Card,Store C,28.55,2023-05-15,May,2023
REG100515,2024-11-15,East,Monitor,10,98.24,982.4,0,Freeship,1,Wholesale,Frank,Credit Card,Store C,21.01,2024-11-17,November,2024
REG100516,2024-06-28,Central,Laptop,6,227.6,1297.32,0.05,Freeship,0,Retail,Carlos,Debit Card,Store D,38.22,2024-07-05,June,2024
REG100517,2025-05-11,Central,Monitor,5,136.13,578.5525,0.15,No Promostion,0,Retail,Carlos,Online,Store C,10.02,2025-05-20,May,2025
REG100518,2023-02-26,Central,Tablet,5,489.13,2201.085,0.1,Freeship,0,Retail,Diana,Gift Card,Store C,44.73,2023-03-04,February,2023
REG100519,2024-04-30,South,Laptop,4,414.36,1657.44,0,Freeship,0,Retail,Bob,Debit Card,Store A,8.02,2024-05-07,April,2024
REG100520,2025-03-11,East,Laptop,6,138.26,705.126,0.15,No Promostion,1,Retail,Eva,Online,Store B,31.4,2025-03-13,March,2025
REG100521,2025-06-30,East,Phone,12,487.57,5558.298,0.05,No Promostion,0,Wholesale,Eva,Cash,Store A,37.33,2025-07-10,June,2025
REG100522,2024-06-02,North,Chair,20,427.3,8118.7,0.05,Freeship,1,Wholesale,Frank,Gift Card,Store C,25.19,2024-06-08,June,2024
REG100523,2024-09-01,South,Laptop,16,588.92,8009.312,0.15,Freeship,0,Wholesale,Alice,Cash,Store D,7.89,2024-09-05,September,2024
REG100524,2025-01-11,South,Laptop,6,429.45,2319.03,0.1,No Promostion,0,Retail,Alice,Cash,Store B,47.18,2025-01-18,January,2025
REG100525,2025-03-31,South,Phone,1,476,404.6,0.15,Freeship,0,Wholesale,Carlos,Cash,Store A,18.95,2025-04-03,March,2025
REG100526,2024-11-28,South,Phone,13,141.26,1836.38,0,No Promostion,0,Retail,Frank,Online,Store B,23.68,2024-12-05,November,2024
REG100527,2023-07-05,North,Chair,3,250.65,639.1575,0.15,Save10,0,Retail,Eva,Credit Card,Store D,44.46,2023-07-07,July,2023
REG100528,2024-10-24,West,Monitor,19,301.17,5436.1185,0.05,Winter15,0,Retail,Alice,Debit Card,Store D,5.71,2024-11-03,October,2024
REG100529,2025-04-08,North,Chair,7,30.79,193.977,0.1,Winter15,1,Retail,Bob,Cash,Store C,11.39,2025-04-16,April,2025
REG100530,2024-06-05,East,Laptop,1,561.6,477.36,0.15,Save10,0,Wholesale,Alice,Debit Card,Store A,38.02,2024-06-10,June,2024
REG100531,2025-01-23,West,Phone,16,193.7,2634.32,0.15,Save10,0,Retail,Bob,Credit Card,Store A,6.83,2025-01-29,January,2025
REG100532,2024-11-04,Central,Tablet,17,310.03,5006.9845,0.05,Freeship,0,Retail,Carlos,Online,Store D,8.06,2024-11-12,November,2024
REG100533,2024-01-01,West,Printer,13,204.67,2261.6035,0.15,No Promostion,0,Retail,Alice,Online,Store A,6.76,2024-01-05,January,2024
REG100534,2024-04-09,Central,Printer,3,250.11,750.33,0,Freeship,0,Wholesale,Alice,Gift Card,Store D,36.35,2024-04-17,April,2024
REG100535,2025-01-17,North,Desk,12,526.82,6321.84,0,Winter15,0,Retail,Frank,Credit Card,Store A,29.75,2025-01-25,January,2025
REG100536,2024-09-22,East,Chair,18,575.1,10351.8,0,Freeship,0,Wholesale,Bob,Online,Store D,35.32,2024-09-29,September,2024
REG100537,2023-01-20,East,Monitor,8,325.52,2343.744,0.1,Winter15,0,Retail,Frank,Debit Card,Store C,45.59,2023-01-25,January,2023
REG100538,2024-01-12,North,Monitor,14,157.14,1869.966,0.15,Save10,0,Wholesale,Diana,Gift Card,Store A,36.04,2024-01-22,January,2024
REG100539,2024-04-08,Central,Laptop,10,100.26,952.47,0.05,Save10,0,Wholesale,Carlos,Gift Card,Store D,36.71,2024-04-15,April,2024
REG100540,2023-04-27,Central,Laptop,9,554.48,4990.32,0,No Promostion,0,Wholesale,Carlos,Online,Store C,48.26,2023-05-01,April,2023
REG100541,2024-07-17,North,Phone,4,375.96,1278.264,0.15,No Promostion,0,Retail,Carlos,Debit Card,Store C,44.99,2024-07-25,July,2024
REG100542,2024-02-17,Central,Monitor,14,485.21,6792.94,0,Freeship,0,Retail,Frank,Online,Store A,41.72,2024-02-23,February,2024
REG100543,2024-01-25,South,Monitor,9,372.44,3184.362,0.05,Freeship,0,Wholesale,Diana,Gift Card,Store A,41.87,2024-02-02,January,2024
REG100544,2024-03-24,Central,Laptop,7,140.53,983.71,0,No Promostion,1,Retail,Frank,Debit Card,Store D,24.53,2024-04-02,March,2024
REG100545,2023-06-25,North,Desk,15,365.61,4661.5275,0.15,Freeship,0,Retail,Bob,Cash,Store D,35.84,2023-06-27,June,2023
REG100546,2023-04-17,South,Laptop,20,353.97,6017.49,0.15,Winter15,1,Wholesale,Frank,Cash,Store B,22.05,2023-04-20,April,2023
REG100547,2023-06-28,East,Chair,14,293.31,4106.34,0,No Promostion,0,Wholesale,Alice,Gift Card,Store D,21.61,2023-06-30,June,2023
REG100548,2024-04-06,Central,Chair,10,397.39,3377.815,0.15,No Promostion,0,Retail,Alice,Gift Card,Store D,25.27,2024-04-16,April,2024
REG100549,2025-02-17,South,Chair,2,98.35,196.7,0,Freeship,0,Retail,Eva,Debit Card,Store C,28.65,2025-02-19,February,2025
REG100550,2023-01-08,South,Desk,6,581.67,3490.02,0,No Promostion,0,Wholesale,Frank,Debit Card,Store A,39.4,2023-01-11,January,2023
REG100551,2023-12-21,South,Phone,19,30.41,548.9005,0.05,Freeship,0,Retail,Frank,Debit Card,Store D,48.33,2023-12-31,December,2023
REG100552,2024-07-13,North,Monitor,15,368.79,4978.665,0.1,Winter15,0,Wholesale,Bob,Gift Card,Store C,16.9,2024-07-15,July,2024
REG100553,2024-03-23,West,Monitor,4,56.06,190.604,0.15,Save10,0,Retail,Carlos,Cash,Store D,10.77,2024-04-01,March,2024
REG100554,2024-03-19,West,Chair,7,15.65,109.55,0,No Promostion,0,Wholesale,Carlos,Debit Card,Store D,13.28,2024-03-25,March,2024
REG100555,2025-05-20,Central,Tablet,9,380.85,3427.65,0,Freeship,0,Wholesale,Carlos,Cash,Store B,33.4,2025-05-29,May,2025
REG100556,2025-01-19,South,Chair,11,587.21,6459.31,0,Winter15,0,Wholesale,Carlos,Debit Card,Store C,34.32,2025-01-26,January,2025
REG100557,2023-05-28,South,Printer,17,554.25,8480.025,0.1,No Promostion,0,Wholesale,Diana,Debit Card,Store A,8.66,2023-06-01,May,2023
REG100558,2023-10-28,East,Printer,3,410.23,1046.0865,0.15,Freeship,0,Wholesale,Diana,Credit Card,Store A,6.04,2023-11-03,October,2023
REG100559,2023-11-25,West,Monitor,5,99.23,496.15,0,No Promostion,0,Retail,Eva,Debit Card,Store B,37.66,2023-12-02,November,2023
